"","x","y","z"
"1",45.4746785438048,20.4041072651639,1
"2",27.3581933974533,3.51791756820022,1
"3",39.6601870517129,-12.472723230504,1
"4",2.41275672140814,-21.5268202996642,1
"5",-0.0891818372359917,-20.4679507991483,1
"6",9.89565287436013,11.073439642332,2
"7",4.09613814815998,-4.75690120722545,9
"8",40.6264753098478,-14.1582640447857,1
"9",-1.08096571347103,-12.0737720704412,9
"10",3.36623450805401,23.5285685052006,1
"11",17.4472088114832,-17.057806849221,1
"12",41.8334884237809,5.33650654640658,1
"13",5.80459709229374,4.28231306591547,1
"14",124.241055583646,-45.5232233035612,3
"15",-1.45669530590448,-15.8898135636102,1
"16",-6.75619202699342,-2.49153974027393,9
"17",76.7199133760933,8.0843892646568,1
"18",51.7634317910215,19.7973039823575,1
"19",117.352777544586,45.9889261389542,2
"20",0.247173318795783,-18.1086253418001,1
"21",78.4424719284169,23.5198771693047,1
"22",9.62516616414566,11.6762959838986,2
"23",5.64769753520023,-7.8812568404708,1
"24",21.0390668951834,16.7348762524079,1
"25",6.31743206830952,-21.4862436237567,2
"26",-13.6162935167708,-17.183393866701,1
"27",8.5209955134776,-5.45645333796188,1
"28",20.5017379720002,-13.2702132811707,1
"29",2.54138724947865,-2.76724553383007,1
"30",103.821798216699,-38.6341168993409,3
"31",-16.9069137293331,-7.96899683404571,1
"32",88.8486989736246,2.45066745301391,1
"33",4.22187289462677,-14.1997964666189,1
"34",78.3251096830752,29.2780805402978,1
"35",74.8460766456727,-12.9115404768702,1
"36",-5.90139368867976,-1.05090465904989,1
"37",32.6092613270032,24.9368382639627,1
"38",-13.108963397567,-14.4966286616048,3
"39",31.5281625100087,-4.52630267959225,1
"40",97.7908137452711,-13.4071748538766,1
"41",18.6158832096049,12.7536039417494,1
"42",41.2051639868878,-3.61230656260799,1
"43",-9.53959713884157,-16.8870543646533,3
"44",16.2230704736601,0.536525223981496,9
"45",-0.0309944774803229,-1.20357119853682,9
"46",25.6305686293956,15.2618707591873,1
"47",24.3624220959864,6.84828896480154,1
"48",56.5519411964258,6.62502457382376,1
"49",8.8906012225463,5.40231750912084,1
"50",-26.1508972940103,-8.85203427348059,9
"51",34.7864569176115,-8.72495729804012,1
"52",2.11238480454348,7.72920357257155,1
"53",-8.00181627612087,-3.42997506693913,1
"54",1.83536032807316,-26.6886205746276,1
"55",-27.1982270605879,-13.3989559611649,1
"56",114.241184684053,-56.8975017458495,1
"57",44.4972622995145,-15.7108353876629,1
"58",18.731895856732,-21.1129297479898,9
"59",57.7009252345207,-11.7082298827781,2
"60",-21.403556113752,-6.18810034833944,1
"61",-7.18638915315447,-22.8663548002944,1
"62",20.1883333322589,-19.7047871891908,1
"63",14.6206437775111,-2.96359903231812,1
"64",18.1744922679372,-0.305803446541888,9
"65",34.6096412260433,8.73703096955048,2
"66",3.88326743245752,16.013728836259,1
"67",44.3558602033094,20.3131911852831,1
"68",19.3796431752278,-3.65412605392279,1
"69",136.368087642722,-1.92246316209049,9
"70",-21.3034241880151,-9.42855326166723,9
"71",-12.1113215486909,-13.7749180380657,1
"72",-23.1780532948897,-8.19333114819751,1
"73",39.6864926376074,-30.9029809548154,1
"74",-8.28376094446066,-4.25350021231881,9
"75",50.3586956491213,7.19443200535554,1
"76",4.42776231409624,11.5713088274497,1
"77",-7.53513999459905,-21.9283912221215,3
"78",-0.980042538774843,-0.439308708630033,3
"79",3.53313042829143,-28.8269969093423,1
"80",38.5469855278503,-26.1047434630378,3
"81",12.1760372879302,-8.42850527266849,9
"82",40.8495890553095,32.8802304892503,1
"83",-16.3004224463296,-12.0341190925287,2
"84",6.70412922047162,-6.51558674996491,9
"85",-2.09396080923891,-28.7327345897718,2
"86",116.096966533674,9.84987877136966,1
"87",-2.50996616559146,-29.0870388894812,3
"88",45.4801249909971,-21.000107575333,1
"89",13.7449696542616,-21.021667374898,1
"90",58.9446368144156,19.5467261698139,1
"91",13.4692274367145,6.92704559245617,1
"92",24.5172667191884,11.2332790626073,1
"93",-4.78955813385655,1.71487364344129,1
"94",49.8418866589977,-20.7688357814277,1
"95",9.59773332017935,-20.3039956755725,2
"96",-7.34820327370392,-5.66289250579704,1
"97",-19.8503296181049,-17.0230412389903,1
"98",62.8871658431337,6.89957637518503,1
"99",27.330575802826,17.7061711735573,1
"100",-10.5497999976305,-11.0118712255191,1
