"","x","y","z"
"1",73.8953095927371,-12.8355533213182,9
"2",-5.21382332524993,-12.6970438120407,2
"3",51.2735734670352,4.59409137151039,4
"4",-11.4837812921232,-12.4604679658328,7
"5",66.6687989636993,22.0682019731591,4
"6",-0.980042538771462,-0.439306935392076,2
"7",16.6810322781388,15.2161032011931,2
"8",12.8883767894539,4.81775321017503,2
"9",52.4563529332988,-9.50862715675706,4
"10",-10.8039346728047,-12.7307956527202,7
"11",4.26003992395269,-4.18482176992864,2
"12",14.7175322222968,8.45814180292666,2
"13",-11.3097736300947,-10.9210354777054,7
"14",3.6949474896271,-8.58038748616393,2
"15",2.83695898315443,-8.98325488225578,7
"16",1.71517320013119,10.7622968056362,2
"17",12.1760372879441,-8.42850841715388,2
"18",39.6214105851604,9.56811574142456,2
"19",-14.1437015473764,-6.58902386346874,7
"20",14.8860133417892,-4.47541226425099,2
"21",-7.18638915314154,-22.8663449933176,7
"22",-6.34898354323892,-21.5192902639866,7
"23",-5.72521940646163,-15.1923953923379,7
"24",8.35724342874637,-17.1310479518424,2
"25",2.67455213928599,-18.603881450416,7
"26",-20.6663242998509,-18.3244258712523,7
"27",-14.5249975844386,-22.2912302054396,7
"28",0.247173318797361,-18.1086252952832,7
"29",7.63454084556828,-22.1889610471337,7
"30",1.77865771305398,-30.6617313918443,7
"31",8.6933691875211,-34.2714247032499,7
"32",7.50190313790773,-30.4172355994252,7
"33",1.37910282175588,-22.7489137594669,7
"34",-7.36030715031082,-21.1983613896043,7
"35",81.0474427375368,-17.3577851442564,9
"36",15.4617006345909,-16.825011191187,7
"37",15.0922997233949,-27.8328621964363,7
"38",8.28472150145812,-27.974153258826,7
"39",4.3932309700004,-29.7517334253061,7
"40",15.8820246590809,-22.6975807251374,7
"41",9.59773332016985,-20.3039982124749,7
"42",13.7449696542601,-21.0216637663778,7
"43",2.04030806786709,-20.6414506329246,7
"44",7.84862797326377,-0.1799139495251,2
"45",14.373143190517,-26.7525336091705,7
"46",7.9653880617634,-27.5710473122525,7
"47",31.7314517634397,-5.66761433811357,9
"48",37.7480257843212,-22.2114571629207,9
"49",-7.45187019567135,-14.3076903991305,7
"50",1.53194452684235,-14.9495505436982,7
"51",30.0554667572995,-26.8016162532407,7
"52",-3.0821523004093,-25.1158936427955,7
"53",3.53313042828839,-28.8269934854911,7
"54",6.47833014779259,-35.2743122063588,7
"55",11.8773357202174,-24.4058751636199,7
"56",-7.22894264455664,-21.7385681311822,7
"57",7.2061594295892,-22.8869790146778,7
"58",35.5612178885756,-42.1478019287409,7
"59",46.0431344648122,-23.729157408482,9
"60",13.0826799332713,-20.7767124951318,7
"61",18.9244657763354,-20.8930178791873,7
"62",-4.41686981560615,-23.6318430809741,7
"63",11.7115320773753,-29.3934532115282,7
"64",35.1818928941551,-34.3938470961556,9
"65",-14.8668493625416,-24.2621109946222,7
"66",-9.56577865788052,-30.4419674574316,7
"67",23.9587909316982,-18.974932888528,7
"68",-7.53513999460072,-21.9283976286771,7
"69",17.6297938267837,-35.7306105207816,7
"70",5.88402087778184,-24.0395270501213,7
"71",19.3527662882367,-20.0749118441644,7
"72",-12.0869344913413,-28.8693962196314,7
"73",-1.64816270846189,-34.4692692513842,7
"74",29.1723481606879,-45.3107680349845,7
"75",20.4491669449468,-20.8157092000812,9
"76",5.46751487884664,-30.355629327499,7
"77",-1.45669530590544,-15.8898013453604,7
"78",-15.0494950207878,-13.5057344423661,7
"79",10.7013759129739,-39.0804534667399,7
"80",43.348174517126,-46.4573883562414,9
"81",-4.38616600014563,-34.0993308537964,7
"82",14.1879061183635,-30.475303811339,7
"83",2.21426436708105,-33.193933372924,7
"84",4.27833980837686,-39.5328854290091,7
"85",27.4795619666991,-39.9696052574053,7
"86",23.5062548779477,-30.6573270020225,7
"87",17.5453642186013,-30.1109263971373,7
"88",-15.4138255892073,-25.1744767793163,7
"89",-2.21811946342879,-18.3261897790183,7
"90",2.5302883986704,-32.0626677088379,7
"91",12.3611691536922,-6.01351048753915,2
"92",5.80777145422365,-29.7001098385649,7
"93",18.6424594550987,-13.7370331563687,2
"94",-0.51324380286195,-24.6719109385703,7
"95",14.0991766352283,-37.0707302056126,7
"96",29.823919213248,-10.3912810303652,2
"97",21.0242871596516,-30.4679443748532,7
