"","x","y","z"
"1",-34.4516474687211,15.7821097355261,11
"2",-41.6450165621979,-5.35874706169625,11
"3",-33.5351638327697,9.7900731019399,11
"4",-7.02235425849176,28.8553955612753,5
"5",-32.5592877239464,12.5774607750319,11
"6",-32.2681336193177,11.4662056763061,11
"7",0.74960286423535,10.7194293294282,1
"8",-0.0787984655292879,37.790823487303,3
"9",-26.4761541048076,2.79110129782592,2
"10",-40.4766769829246,0.693386905701768,4
"11",-43.4062222868768,-4.89317448753045,4
"12",-35.0576290799156,6.07173218977905,11
"13",-43.0603948147325,0.341050916651716,4
"14",-28.8370889392411,12.1504158294938,11
"15",-23.9390308218282,16.769881953576,2
"16",-31.1364132141466,6.77808720570153,11
"17",-30.4504061413146,13.2725268117124,11
"18",-31.4963355564013,-5.29661961452574,2
"19",-40.418933911413,-5.91894394937592,11
"20",-37.2503456254404,8.57385082757755,4
"21",-4.94282953853157,50.4774099786554,6
"22",-31.0169094738227,15.4779548481298,11
"23",-8.05379585312739,22.9664076559709,1
"24",-23.2545727612156,20.6633715636247,2
"25",10.1621600634048,74.4937647587167,6
"26",-20.8374881342752,25.3971583298336,11
"27",-26.8953049393304,18.4019513130093,11
"28",-39.5801676993986,4.78282538451716,4
"29",74.0918858590294,88.3250568966533,5
"30",-35.7036747755129,2.38601967988166,11
"31",-27.3765766559373,-0.665212296495413,2
"32",-40.6059331346847,-5.67208887700388,11
"33",17.1417201575716,20.062486828678,1
"34",-36.8743993884351,8.38319535608459,4
"35",-45.9346583018047,-4.78352989974062,4
"36",-42.0688849425991,-0.6707054647125,4
"37",-36.2690991336989,7.5910080460411,4
"38",-30.540311401901,16.2569851042822,11
"39",-16.1858013132037,46.3549932257933,6
"40",-45.0915715997317,-5.80061830833267,4
"41",-35.2259698853848,4.08406757801681,11
"42",6.54473082456834,35.393165075584,13
"43",16.8135040817079,33.3265831912682,13
"44",-8.88772246109115,22.3380697908489,1
"45",-37.0326924435712,1.44465102144199,11
"46",-9.87085764244832,51.9272328348613,6
"47",-44.0893169123177,-2.57876090601439,4
"48",-34.9280236946808,11.9545786085985,11
"49",-31.0992060432958,18.4026803730295,11
