"","x","y","z"
"1",73.8953095927371,-12.8355533213182,1
"2",-5.21382332524993,-12.6970438120407,18
"3",51.2735734670352,4.59409137151039,3
"4",-11.4837812921232,-12.4604679658328,18
"5",66.6687989636993,22.0682019731591,8
"6",-0.980042538771462,-0.439306935392076,3
"7",16.6810322781388,15.2161032011931,3
"8",12.8883767894539,4.81775321017503,3
"9",52.4563529332988,-9.50862715675706,5
"10",-10.8039346728047,-12.7307956527202,18
"11",4.26003992395269,-4.18482176992864,3
"12",14.7175322222968,8.45814180292666,3
"13",-11.3097736300947,-10.9210354777054,3
"14",3.6949474896271,-8.58038748616393,3
"15",2.83695898315443,-8.98325488225578,18
"16",1.71517320013119,10.7622968056362,3
"17",12.1760372879441,-8.42850841715388,3
"18",39.6214105851604,9.56811574142456,8
"19",-14.1437015473764,-6.58902386346874,18
"20",14.8860133417892,-4.47541226425099,3
"21",-7.18638915314154,-22.8663449933176,18
"22",-6.34898354323892,-21.5192902639866,18
"23",-5.72521940646163,-15.1923953923379,18
"24",8.35724342874637,-17.1310479518424,3
"25",2.67455213928599,-18.603881450416,18
"26",-20.6663242998509,-18.3244258712523,3
"27",-14.5249975844386,-22.2912302054396,18
"28",0.247173318797361,-18.1086252952832,18
"29",7.63454084556828,-22.1889610471337,18
"30",1.77865771305398,-30.6617313918443,18
"31",8.6933691875211,-34.2714247032499,18
"32",7.50190313790773,-30.4172355994252,18
"33",1.37910282175588,-22.7489137594669,18
"34",-7.36030715031082,-21.1983613896043,18
"35",81.0474427375368,-17.3577851442564,5
"36",15.4617006345909,-16.825011191187,5
"37",15.0922997233949,-27.8328621964363,18
"38",8.28472150145812,-27.974153258826,18
"39",4.3932309700004,-29.7517334253061,18
"40",15.8820246590809,-22.6975807251374,18
"41",9.59773332016985,-20.3039982124749,3
"42",13.7449696542601,-21.0216637663778,18
"43",2.04030806786709,-20.6414506329246,18
"44",7.84862797326377,-0.1799139495251,3
"45",14.373143190517,-26.7525336091705,18
"46",7.9653880617634,-27.5710473122525,18
"47",31.7314517634397,-5.66761433811357,3
"48",37.7480257843212,-22.2114571629207,5
"49",-7.45187019567135,-14.3076903991305,18
"50",1.53194452684235,-14.9495505436982,18
"51",30.0554667572995,-26.8016162532407,18
"52",-3.0821523004093,-25.1158936427955,3
"53",3.53313042828839,-28.8269934854911,18
"54",6.47833014779259,-35.2743122063588,18
"55",11.8773357202174,-24.4058751636199,18
"56",-7.22894264455664,-21.7385681311822,18
"57",7.2061594295892,-22.8869790146778,18
"58",35.5612178885756,-42.1478019287409,18
"59",46.0431344648122,-23.729157408482,5
"60",13.0826799332713,-20.7767124951318,18
"61",18.9244657763354,-20.8930178791873,18
"62",-4.41686981560615,-23.6318430809741,18
"63",11.7115320773753,-29.3934532115282,18
"64",35.1818928941551,-34.3938470961556,18
"65",-14.8668493625416,-24.2621109946222,18
"66",-9.56577865788052,-30.4419674574316,18
"67",23.9587909316982,-18.974932888528,18
"68",-7.53513999460072,-21.9283976286771,18
"69",17.6297938267837,-35.7306105207816,18
"70",5.88402087778184,-24.0395270501213,18
"71",19.3527662882367,-20.0749118441644,3
"72",-12.0869344913413,-28.8693962196314,18
"73",-1.64816270846189,-34.4692692513842,18
"74",29.1723481606879,-45.3107680349845,18
"75",20.4491669449468,-20.8157092000812,18
"76",5.46751487884664,-30.355629327499,18
"77",-1.45669530590544,-15.8898013453604,18
